SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Charges_per_tenure,TotalCharges_log,High_Spender,high_risk,tenure_group,Contract_Risk,Total_Services,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,17,64.7,1093.1,1,3.5944444444444446,6.9976873864827445,0,0,1,2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1,71,96.35,6766.95,0,1.3381944444444445,8.819953513551914,1,0,3,0,6,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,2,95.5,181.65,0,31.833333333333332,5.207571753241291,1,1,0,2,4,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,27,66.15,1874.45,0,2.3625000000000003,7.536603909609118,0,0,2,1,5,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0,1,20.2,20.2,0,10.1,3.054001181677967,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
1,1,45.25,45.25,0,22.625,3.834061463958434,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,72,99.9,7251.7,0,1.3684931506849316,8.88912909231302,1,0,3,0,6,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,5,69.7,316.9,1,11.616666666666667,5.761736867916757,0,0,0,2,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,46,74.8,3548.3,0,1.5914893617021275,8.174505679927726,1,0,2,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,34,106.35,3549.25,1,3.0385714285714283,8.174773302525123,1,0,2,2,6,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,11,97.85,1105.4,1,8.154166666666667,7.008866780350549,1,1,0,2,5,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,10,49.55,475.7,0,4.504545454545454,6.16688736221078,0,0,0,1,2,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,70,69.2,4872.35,0,0.9746478873239437,8.491536864602452,0,0,3,0,5,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
0,17,20.75,418.25,0,1.1527777777777777,6.038467400703318,0,0,1,1,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,63,79.85,4861.45,0,1.24765625,8.489297705097483,1,0,3,0,7,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,13,76.2,981.45,0,5.442857142857143,6.890049451863205,1,0,1,2,6,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,49,84.5,3906.7,0,1.69,8.270704244607035,1,0,3,2,3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,2,49.25,97.0,0,16.416666666666668,4.584967478670572,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,2,80.65,144.15,1,26.883333333333336,4.977767690470639,1,0,0,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,52,79.75,4217.8,0,1.5047169811320755,8.347306006402459,1,0,3,0,6,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,69,64.15,4254.1,0,0.9164285714285715,8.355873542493944,0,0,3,0,5,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,43,90.25,3838.75,0,2.0511363636363638,8.253162539295738,1,0,2,2,4,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,15,99.1,1426.4,1,6.19375,7.263609886536967,1,0,1,2,5,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1,25,69.5,1752.65,0,2.673076923076923,7.4694546091209375,0,0,2,2,5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1,8,80.65,633.3,1,8.961111111111112,6.4525220286398515,1,0,0,2,3,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,60,74.85,4456.35,0,1.2270491803278687,8.402309698021336,1,0,3,1,6,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1,18,95.45,1752.55,1,5.023684210526316,7.4693975835734765,1,0,1,2,4,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,63,99.65,6311.2,0,1.55703125,8.750239547701803,1,0,3,1,5,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
1,66,108.45,7076.35,0,1.6186567164179104,8.864654822837052,1,0,3,1,7,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,34,24.95,894.3,0,0.7128571428571429,6.7971588576401105,0,0,2,0,2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,72,107.5,7853.7,0,1.4726027397260273,8.968867357726134,1,0,3,0,6,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,47,100.5,4707.1,0,2.09375,8.457039708596394,1,0,2,2,5,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,60,89.9,5450.7,0,1.4737704918032788,8.603682765623805,1,0,3,2,4,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,72,42.1,2962.0,0,0.5767123287671233,7.993957547573565,0,0,3,0,3,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,18,54.4,957.1,0,2.863157894736842,6.864952156656828,0,0,1,1,3,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,9,94.4,857.25,1,9.440000000000001,6.754895432337801,1,1,0,2,4,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,3,75.3,244.1,0,18.825,5.501666290534067,1,0,0,2,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,47,78.9,3650.35,0,1.64375,8.202852241207772,1,0,2,1,3,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,31,79.2,2497.2,0,2.475,7.823325751531809,1,0,2,0,6,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,50,20.15,930.9,0,0.39509803921568626,6.83722551279161,0,0,3,0,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,10,79.85,887.35,0,7.259090909090909,6.789365809481915,1,0,0,2,3,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,1,49.05,49.05,0,24.525,3.9130225057612296,0,0,0,2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,52,20.4,1090.65,0,0.38490566037735846,6.995445592109125,0,0,3,1,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,64,111.6,7099.0,0,1.7169230769230768,8.867850063029406,1,0,3,0,7,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,62,24.25,1424.6,0,0.38492063492063494,7.262348056716545,0,0,3,0,2,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,3,64.5,177.4,0,16.125,5.184028220145909,0,0,0,2,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,56,110.5,6139.5,0,1.9385964912280702,8.722661451050438,1,0,3,1,7,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
0,46,55.65,2688.85,0,1.1840425531914893,7.8972407089593375,0,0,2,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
0,8,54.65,482.25,0,6.072222222222222,6.18053411808844,0,0,0,2,3,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,30,74.75,2111.3,0,2.411290322580645,7.655532680193197,1,0,2,2,5,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,45,25.9,1216.6,0,0.5630434782608695,7.104636987107422,0,0,2,1,2,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,79.35,79.35,1,39.675,4.386392092183521,1,0,0,2,2,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,11,50.55,565.35,0,4.2124999999999995,6.339212261646723,0,0,0,2,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,7,75.15,496.9,1,9.39375,6.210399253648137,1,0,0,2,2,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,42,103.8,4327.5,0,2.413953488372093,8.372976340655828,1,0,2,2,6,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,49,20.15,973.35,0,0.40299999999999997,6.881770582010144,0,0,3,0,1,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,9,99.3,918.75,0,9.93,6.824101893984884,1,1,0,2,5,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,35,62.15,2215.45,0,1.7263888888888888,7.703662095843597,0,0,2,1,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,48,20.65,1057.0,0,0.4214285714285714,6.964135612418245,0,0,2,0,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,46,19.95,927.1,0,0.42446808510638295,6.833139485601347,0,0,2,0,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,29,33.75,1009.25,0,1.125,6.917953103958583,0,0,2,2,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,30,82.05,2570.2,0,2.646774193548387,7.852127994983248,1,0,2,2,3,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,74.7,74.7,0,37.35,4.3267781604434035,1,0,0,2,2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,66,84.0,5714.25,0,1.2537313432835822,8.65089331980408,1,0,3,0,7,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0,65,111.05,7107.0,0,1.6825757575757576,8.868976189274543,1,0,3,2,7,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,72,100.9,7459.05,0,1.382191780821918,8.917317395588213,1,0,3,0,6,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,12,78.95,927.35,1,6.073076923076924,6.83340881685348,1,0,0,2,3,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,71,66.85,4748.7,0,0.9284722222222221,8.465836737139407,0,0,3,1,5,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0,5,21.05,113.85,1,3.5083333333333333,4.743626929135107,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,52,21.0,1107.2,0,0.39622641509433965,7.010492356433249,0,0,3,0,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,25,98.5,2514.5,1,3.7884615384615383,7.830226869931373,1,0,2,2,5,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1,20.2,20.2,0,10.1,3.054001181677967,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1,19.45,19.45,0,9.725,3.017982882488811,0,0,0,2,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,38,95.0,3605.6,0,2.4358974358974357,8.190520779273172,1,0,2,1,5,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,66,45.55,3027.25,0,0.6798507462686567,8.015740173896912,0,0,3,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,68,110.0,7611.85,1,1.5942028985507246,8.937592887972736,1,0,3,0,7,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,5,24.3,100.2,0,4.05,4.617098756853365,0,0,0,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,72,104.15,7303.05,0,1.4267123287671233,8.896184267815448,1,0,3,1,6,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,32,30.15,927.65,0,0.9136363636363636,6.833731918633351,0,0,2,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,43,94.35,3921.3,0,2.1443181818181816,8.274433495416885,1,0,2,1,4,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,72,19.4,1363.25,0,0.2657534246575342,7.218360106066341,0,0,3,0,1,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,55,96.75,5238.9,1,1.7276785714285714,8.564057693163521,1,0,3,2,5,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,52,57.95,3042.25,0,1.0933962264150945,8.020681302289706,0,0,3,1,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,43,91.65,3954.1,0,2.0829545454545455,8.282761164332172,1,0,2,2,4,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1,37,76.5,2868.15,1,2.013157894736842,7.961771097640099,1,0,2,2,2,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,64,54.6,3423.5,0,0.84,8.13871075463796,0,0,3,0,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,3,89.85,248.4,0,22.4625,5.519058033245936,1,1,0,2,4,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,36,31.05,1126.35,0,0.8391891891891892,7.027625024832521,0,0,2,0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,10,100.25,1064.65,1,9.113636363636363,6.971340220607248,1,1,0,2,5,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,41,20.65,835.15,0,0.49166666666666664,6.728808022827132,0,0,2,0,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,27,85.2,2151.6,0,3.042857142857143,7.674431692830198,1,0,2,2,4,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,56,99.8,5515.45,0,1.750877192982456,8.615489816441348,1,0,3,1,5,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,6,20.7,112.75,0,2.957142857142857,4.7340030578310595,0,0,0,2,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,3,74.4,229.55,1,18.6,5.440467758652715,1,0,0,2,2,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,7,50.7,350.35,0,6.3375,5.861782877638206,0,0,0,2,2,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,4,20.85,62.9,0,4.17,4.157319361383489,0,0,0,2,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,33,88.95,3027.65,0,2.6161764705882353,8.015872254664492,1,0,2,0,4,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
1,27,78.05,2135.5,1,2.7875,7.66692425508408,1,0,2,2,3,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,72,23.55,1723.95,0,0.32260273972602743,7.452953343538126,0,0,3,0,2,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,1,19.75,19.75,0,9.875,3.0325462466767075,0,0,0,2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,71,56.45,3985.35,0,0.7840277777777778,8.290631304243542,0,0,3,1,4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,13,85.95,1215.65,0,6.139285714285714,7.103856459184463,1,0,1,2,3,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,25,58.6,1502.65,1,2.253846153846154,7.315650764662011,0,0,2,2,5,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,67,50.55,3260.1,0,0.7433823529411764,8.089819840759192,0,0,3,0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,35.45,35.45,1,17.725,3.5959414584546674,0,0,0,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,2,44.35,81.25,1,14.783333333333333,4.409763389645481,0,0,0,2,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,43,25.7,1188.2,0,0.5840909090909091,7.081036091123942,0,0,2,0,2,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,23,75.0,1778.5,0,3.125,7.484087704950247,1,0,1,2,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,64,20.2,1277.75,0,0.31076923076923074,7.153638317265837,0,0,3,0,1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,57,19.6,1170.55,0,0.33793103448275863,7.0660829373614416,0,0,3,0,1,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,1,70.45,70.45,1,35.225,4.268997904375876,1,0,0,2,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,72,88.05,6425.65,0,1.2061643835616438,8.768208686132068,1,0,3,0,8,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,8,71.15,563.65,1,7.905555555555556,6.33620607016968,1,0,0,2,5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,61,101.05,5971.25,0,1.6298387096774194,8.694879019805663,1,0,3,0,5,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False
